LOC128237006	uncharacterized LOC128237006
LOC128231004	uncharacterized LOC128231004
LOC128231005	uncharacterized protein DDB_G0271670-like
LOC128231007	homeobox-like protein HDP1
LOC128231008	uncharacterized LOC128231008
LOC128232142	notchless protein homolog 1-like
LOC128232063	poly(A)-specific ribonuclease PNLDC1-like
LOC128230324	tectonic-2-like
LOC128231989	vacuole membrane protein 1-like
LOC128232357	sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)-like
LOC128232699	sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)-like
LOC128233034	sodium- and chloride-dependent glycine transporter 2-like
LOC128231009	type-2 ice-structuring protein-like
LOC128232334	MORN repeat-containing protein 3-like
LOC128229598	uncharacterized LOC128229598
LOC128232501	serine protease inhibitor dipetalogastin-like
LOC128232500	acetoacetyl-CoA synthetase-like
LOC128232351	uncharacterized LOC128232351
LOC128232678	homeobox protein DBX1-B-like
LOC128232250	very-long-chain 3-oxoacyl-CoA reductase-like
LOC128232623	zinc finger protein 76-like
LOC128232241	serine racemase-like
LOC128231817	transcription elongation factor SPT6-like
LOC128232212	CAP-Gly domain-containing linker protein 1-like
LOC128231211	SEC14-like protein 2
LOC128231212	retinal-binding protein-like
LOC128231010	uncharacterized LOC128231010
LOC128232698	uncharacterized LOC128232698
LOC128231011	uncharacterized LOC128231011
LOC128230058	PDZ and LIM domain protein 1-like
LOC128232385	ubiquitin carboxyl-terminal hydrolase 44-like
LOC128232384	inactive phospholipase C-like protein 2
LOC128231012	uncharacterized LOC128231012
LOC128231844	histone-lysine N-methyltransferase KMT5B-B-like
LOC128231308	pyridoxal 5'-phosphate synthase subunit PdxS-like
LOC128231311	pyridoxal 5'-phosphate synthase subunit PdxT-like
LOC128231312	von Hippel-Lindau disease tumor suppressor-like
LOC128231307	integrin beta-1-like
LOC128231309	protein FAM221A-like
LOC128232465	synaptonemal complex protein 3-like
LOC128232436	uncharacterized LOC128232436
LOC128232681	nucleoporin NUP35-like
LOC128232127	protein limb expression 1 homolog
LOC128232387	uncharacterized LOC128232387
LOC128232446	heat shock 70 kDa protein 12B-like
LOC128232447	uncharacterized LOC128232447
LOC128232449	uncharacterized LOC128232449
LOC128232450	uncharacterized LOC128232450
LOC128230171	uncharacterized LOC128230171
LOC128230172	uncharacterized LOC128230172
LOC128230241	uncharacterized LOC128230241
LOC128233027	uncharacterized LOC128233027
LOC128231859	KRR1 small subunit processome component homolog
LOC128232431	palmitoyltransferase ZDHHC17-like
LOC128232410	histone-lysine N-methyltransferase SETDB1-like
LOC128231863	uncharacterized LOC128231863
LOC128230276	uncharacterized LOC128230276
LOC128231013	thymocyte nuclear protein 1-like
LOC128233064	uncharacterized LOC128233064
LOC128233065	farnesyl pyrophosphate synthase-like
LOC128232122	uncharacterized LOC128232122
LOC128230152	tetraspanin-9-like
LOC128232055	kinesin-II 95 kDa subunit-like
LOC128231139	sorting nexin lst-4-like
LOC128231140	uncharacterized LOC128231140
LOC128230160	uncharacterized LOC128230160
LOC128230161	isochorismatase domain-containing protein 1-like
LOC128231882	protein N-terminal glutamine amidohydrolase-like
LOC128231014	chymotrypsin-1-like
LOC128231015	uncharacterized LOC128231015
LOC128231751	NADH-ubiquinone oxidoreductase subunit 8-like
LOC128231749	polymerase delta-interacting protein 2-like
LOC128231750	thiosulfate sulfurtransferase-like
LOC128232789	beta-1%2C3-galactosyl-O-glycosyl-glycoprotein beta-1%2C6-N-acetylglucosaminyltransferase-like
LOC128229657	LHFPL tetraspan subfamily member 2a protein-like
LOC128231016	polypeptide N-acetylgalactosaminyltransferase 6-like
LOC128231017	polypeptide N-acetylgalactosaminyltransferase 13-like
LOC128233032	LHFPL tetraspan subfamily member 2a protein-like
LOC128231019	polypeptide N-acetylgalactosaminyltransferase 13-like
LOC128231020	uncharacterized LOC128231020
LOC128231021	polypeptide N-acetylgalactosaminyltransferase 13-like
LOC128232910	uncharacterized LOC128232910
LOC128229950	solute carrier organic anion transporter family member 2A1-like
LOC128230128	cell division control protein 45 homolog
LOC128230114	ubiquitin recognition factor in ER-associated degradation protein 1-like
LOC128229720	uncharacterized LOC128229720
LOC128231022	uncharacterized LOC128231022
LOC128230216	uncharacterized LOC128230216
LOC128232348	uncharacterized LOC128232348
LOC128229817	uncharacterized LOC128229817
LOC128231023	uncharacterized LOC128231023
LOC128229729	uncharacterized LOC128229729
LOC128231024	uncharacterized LOC128231024
LOC128229876	cysteine-rich venom protein latisemin-like
LOC128232868	uncharacterized LOC128232868
LOC128232877	uncharacterized LOC128232877
LOC128232460	uncharacterized LOC128232460
LOC128231025	beta-2 adrenergic receptor-like
LOC128229998	protein XRP2-like
LOC128231971	epidermal growth factor receptor kinase substrate 8-like
LOC128230214	uncharacterized LOC128230214
LOC128230213	harmonin-like
LOC128231407	uncharacterized LOC128231407
LOC128231026	uncharacterized LOC128231026
LOC128232804	protein PFC0760c-like
LOC128232543	tyrosinase-like protein 2
LOC128233101	uncharacterized LOC128233101
LOC128232429	uncharacterized LOC128232429
LOC128231550	phosphorylase b kinase gamma catalytic chain%2C skeletal muscle/heart isoform-like
LOC128231873	protein unc-93 homolog A-like
LOC128232564	HEAT repeat-containing protein 6-like
LOC128232583	uncharacterized LOC128232583
LOC128231150	WD repeat and SOCS box-containing protein 1-like
LOC128232075	unconventional myosin-XIX-like
LOC128232076	glutathione S-transferase theta-1-like
LOC128231754	putative tricarboxylate transport protein%2C mitochondrial
LOC128230024	tektin-1-like
LOC128232279	F-box only protein 21-like
LOC128231028	germ cell nuclear acidic protein-like
LOC128232340	uncharacterized LOC128232340
LOC128231561	oxysterol-binding protein 1-like
LOC128233025	E3 ubiquitin-protein ligase CHFR-like
LOC128231545	4-hydroxyphenylpyruvate dioxygenase-like
LOC128231546	general transcription factor IIH subunit 3-like
LOC128229721	methylcrotonoyl-CoA carboxylase subunit alpha%2C mitochondrial-like
LOC128230579	uncharacterized LOC128230579
LOC128232537	synaptosomal-associated protein 29-like
LOC128232318	uncharacterized LOC128232318
LOC128229908	collagen alpha-6(VI) chain-like
LOC128229907	uncharacterized LOC128229907
LOC128232257	cartilage matrix protein-like
LOC128231031	uncharacterized LOC128231031
LOC128231630	sodium-dependent serotonin transporter-like
LOC128231032	sodium-dependent serotonin transporter-like
LOC128232438	uncharacterized LOC128232438
LOC128231034	uncharacterized LOC128231034
LOC128232010	mucin-2-like
LOC128232821	uncharacterized LOC128232821
LOC128231484	WD repeat-containing protein 49-like
LOC128231485	neuronal acetylcholine receptor subunit alpha-6-like
LOC128232810	putative transporter SVOPL
LOC128232809	uncharacterized LOC128232809
LOC128232375	uncharacterized LOC128232375
LOC128231035	acetylcholine receptor subunit alpha-type acr-16-like
LOC128231552	sulfotransferase 1A1-like
LOC128231551	uncharacterized LOC128231551
LOC128231263	uncharacterized LOC128231263
LOC128231264	fibrinolytic enzyme%2C isozyme C-like
LOC128232639	spermidine synthase-like
LOC128229668	uncharacterized LOC128229668
LOC128232556	uncharacterized LOC128232556
LOC128232710	uncharacterized LOC128232710
LOC128232237	interleukin 17-like protein
LOC128232572	uncharacterized LOC128232572
LOC128233087	uncharacterized LOC128233087
LOC128233088	uncharacterized LOC128233088
LOC128233016	uncharacterized LOC128233016
LOC128231036	uncharacterized LOC128231036
LOC128231862	ARF GTPase-activating protein GIT2-like
LOC128230624	ankyrin repeat domain-containing protein 13D-like
LOC128230626	actin-related protein 2/3 complex subunit 3-A-like
LOC128230625	GPN-loop GTPase 3-like
LOC128232113	merlin-like
LOC128230417	protein yippee-like 2
LOC128232107	uncharacterized LOC128232107
LOC128232108	uncharacterized LOC128232108
LOC128231037	uncharacterized LOC128231037
LOC128231995	uncharacterized LOC128231995
LOC128232612	uncharacterized LOC128232612
LOC128231038	innexin unc-9-like
LOC128233019	ras-like protein family member 10B
LOC128232656	uncharacterized LOC128232656
LOC128232326	uncharacterized LOC128232326
LOC128232328	neurocan core protein-like
LOC128232998	fibropellin-3-like
LOC128232377	fatty acid-binding protein 5-like
LOC128232563	uncharacterized LOC128232563
LOC128232475	acanthoscurrin-1-like
LOC128232476	ctenidin-1-like
LOC128230290	ctenidin-3-like
LOC128230592	uncharacterized LOC128230592
LOC128232538	uncharacterized LOC128232538
LOC128232643	uncharacterized LOC128232643
LOC128231040	uncharacterized LOC128231040
LOC128232700	acanthoscurrin-2-like
LOC128231933	acanthoscurrin-2-like
LOC128231935	uncharacterized LOC128231935
LOC128231042	uncharacterized LOC128231042
LOC128231043	uncharacterized LOC128231043
LOC128231934	ctenidin-1-like
LOC128232632	uncharacterized LOC128232632
LOC128230038	uncharacterized LOC128230038
LOC128231916	uncharacterized LOC128231916
LOC128232128	myogenesis-regulating glycosidase-like
LOC128231134	mediator of RNA polymerase II transcription subunit 13-like
LOC128231673	protein hobbit-like
LOC128232902	ribosomal RNA small subunit methyltransferase NEP1-like
LOC128229669	uncharacterized LOC128229669
LOC128231044	interferon-inducible GTPase 1-like
LOC128231721	uncharacterized LOC128231721
LOC128231722	uncharacterized LOC128231722
LOC128231724	transcriptional adapter 2-alpha-like
LOC128231723	A-kinase anchor protein 10%2C mitochondrial-like
LOC128231046	interleukin-1 receptor-like 1
LOC128231157	matrix metalloproteinase-2-like
LOC128231158	macrophage metalloelastase-like
LOC128231048	innexin unc-9-like
LOC128231159	complement C1q subcomponent subunit B-like
LOC128231049	innexin-3-like
LOC128231050	complement C1q-like protein 4
LOC128232550	scavenger receptor cysteine-rich type 1 protein M160-like
LOC128232110	scavenger receptor cysteine-rich type 1 protein M160-like
LOC128231442	uncharacterized LOC128231442
LOC128231444	leukocyte receptor cluster member 1 homolog
LOC128231443	uncharacterized LOC128231443
LOC128229653	mediator of RNA polymerase II transcription subunit 19-like
LOC128230163	vitamin K epoxide reductase complex subunit 1-like protein 1
LOC128229858	peroxisome assembly protein 12-like
LOC128230554	neural-cadherin-like
LOC128231458	apoptosis-inducing factor 3-like
LOC128231460	39S ribosomal protein L18%2C mitochondrial-like
LOC128231461	zinc finger matrin-type protein 5-like
LOC128231457	unconventional myosin-XVIIIa-like
LOC128232846	trafficking protein particle complex subunit 11-like
LOC128233123	U2 spliceosomal RNA
LOC128230282	lys-63-specific deubiquitinase BRCC36-like
LOC128230204	trichohyalin-like
LOC128230401	fatty acid-binding protein%2C adipocyte-like
LOC128232680	fatty acid-binding protein 10-A%2C liver basic-like
LOC128229838	uncharacterized LOC128229838
LOC128231587	oxysterol-binding protein-related protein 11-like
LOC128231051	DNA-binding protein RFX6-like
LOC128229930	uncharacterized LOC128229930
LOC128231052	probable serine/threonine-protein kinase clkA
LOC128231053	putative mediator of RNA polymerase II transcription subunit 26
LOC128231054	hornerin-like
LOC128229832	amiloride-sensitive amine oxidase [copper-containing]-like
LOC128231321	uncharacterized LOC128231321
LOC128230136	uncharacterized LOC128230136
LOC128232603	uncharacterized LOC128232603
LOC128232604	transcription elongation factor SPT4-A-like
LOC128231303	ATP-binding cassette sub-family C member 9-like
LOC128231055	Na(+)/dicarboxylate cotransporter 3-like
LOC128232666	uncharacterized LOC128232666
LOC128232664	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2-like
LOC128232665	shootin-1-like
LOC128232031	amyloid protein-binding protein 2-like
LOC128232082	proline-serine-threonine phosphatase-interacting protein 1-like
LOC128231795	uncharacterized LOC128231795
LOC128231796	17-beta-hydroxysteroid dehydrogenase 14-like
LOC128230146	metallophosphoesterase domain-containing protein 1-like
LOC128230302	septin-1-like
LOC128229789	PR domain zinc finger protein 14-like
LOC128232871	uncharacterized LOC128232871
LOC128232790	uncharacterized LOC128232790
LOC128230066	uncharacterized LOC128230066
LOC128232797	prestin-like
LOC128231056	GTP-binding protein Di-Ras1-like
LOC128233069	vesicular glutamate transporter 1-like
LOC128233070	complement C1q-like protein 2
LOC128229644	adenosine deaminase AGSA-like
LOC128230436	adenosine deaminase AGSA-like
LOC128230437	uncharacterized LOC128230437
LOC128231450	transmembrane protein 263-like
LOC128232518	uncharacterized LOC128232518
LOC128230323	uncharacterized LOC128230323
LOC128231057	balbiani ring protein 2-like
LOC128231925	uncharacterized LOC128231925
LOC128230288	uncharacterized LOC128230288
LOC128230054	tetraspanin-36-like
LOC128230053	12S rRNA N4-methylcytidine methyltransferase-like
LOC128230052	ras association domain-containing protein 9-like
LOC128230529	uncharacterized LOC128230529
LOC128230528	uncharacterized LOC128230528
LOC128230530	heat shock 70 kDa protein 12B-like
LOC128230532	uncharacterized LOC128230532
LOC128232633	uncharacterized LOC128232633
LOC128231494	titin-like
LOC128231273	calcineurin-binding protein cabin-1-like
LOC128231274	ankyrin repeat and SOCS box protein 11-like
LOC128231957	arylsulfatase J-like
LOC128232634	uncharacterized LOC128232634
LOC128230037	cytochrome c oxidase subunit 6A1%2C mitochondrial-like
Trnas-uga	transfer RNA serine (anticodon UGA)
LOC128229772	uncharacterized LOC128229772
LOC128232606	bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-like
LOC128231780	mitochondrial inner membrane protease subunit 1-like
LOC128231778	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L
LOC128230019	multiple epidermal growth factor-like domains protein 10
LOC128231058	uncharacterized LOC128231058
Trnaq-cug	transfer RNA glutamine (anticodon CUG)
LOC128231060	myosin light chain kinase%2C smooth muscle-like
LOC128231357	twitchin-like
LOC128231360	uncharacterized LOC128231360
LOC128229604	uncharacterized LOC128229604
LOC128229946	endothelin-converting enzyme 1-like
LOC128231574	N%2CN'-diacetylchitobiase-like
LOC128230229	uncharacterized LOC128230229
LOC128231789	cytoskeleton-associated protein 5-A-like
LOC128231061	uncharacterized LOC128231061
LOC128231791	leucine-rich repeat and death domain-containing protein 1-like
LOC128229773	sodium/hydrogen exchanger 10-like
LOC128229775	olfactory receptor 8K3-like
LOC128229776	oxysterol-binding protein 1-like
LOC128232878	uncharacterized LOC128232878
LOC128230542	uncharacterized LOC128230542
LOC128230545	protein fuzzy homolog
LOC128231569	uncharacterized LOC128231569
LOC128229966	uncharacterized LOC128229966
LOC128229967	uncharacterized LOC128229967
LOC128230261	BET1 homolog
LOC128230258	ER degradation-enhancing alpha-mannosidase-like protein 2
LOC128230265	mediator of RNA polymerase II transcription subunit 18-like
LOC128230264	techylectin-5A-like
LOC128230262	choline/ethanolamine kinase-like
LOC128230260	transcriptional adapter 3-B-like
LOC128230259	uncharacterized LOC128230259
LOC128230266	apoptosis regulator BAX-like
LOC128230267	uncharacterized LOC128230267
LOC128231062	uncharacterized LOC128231062
LOC128230263	G-protein coupled receptor 143-like
LOC128230143	flavin-containing monooxygenase 5-like
LOC128231636	P2X purinoceptor 4-like
LOC128232952	RING finger and transmembrane domain-containing protein 2-like
LOC128229808	density-regulated protein homolog
LOC128231319	TATA-binding protein-associated factor 2N-like
LOC128229856	beta-ureidopropionase-like
LOC128230210	zinc finger SWIM domain-containing protein 7-like
LOC128230211	uncharacterized LOC128230211
Trnav-aac	transfer RNA valine (anticodon AAC)
Trnav-aac	transfer RNA valine (anticodon AAC)
Trnar-ccu	transfer RNA arginine (anticodon CCU)
Trnav-aac	transfer RNA valine (anticodon AAC)
